날짜,발전기명,최고기온(℃),최저기온(℃),강수량(mm),평균풍속(m/s),평균 전운량(1/10),발전량(kWh)
2021-08-19,당진자재창고태양광,31,20.5,6.6,2.4,6.6,4.826937313
2021-08-20,당진자재창고태양광,31.1,19.9,0.2,1.7,7,3.244298507
2021-08-21,당진자재창고태양광,27.8,22.3,27.7,3.4,6.1,2.236585075
2021-08-22,당진자재창고태양광,29.8,20.9,0,1.5,8.1,2.533110448
2021-08-23,당진자재창고태양광,23.6,20.1,59.8,2.1,9.6,0.538244776
2021-08-24,당진자재창고태양광,27.4,21.4,14.7,3.1,8.6,1.986340299
2021-08-25,당진자재창고태양광,27.2,21,3.1,1.1,6.9,2.290244776
2021-08-26,당진자재창고태양광,26.5,21,,2.1,9.3,1.915844776
2021-08-27,당진자재창고태양광,25,18.7,15.8,1.3,9.5,0.636895522
2021-08-28,당진자재창고태양광,26.8,18.1,1.1,0.7,9.6,2.666507463
2021-08-29,당진자재창고태양광,27.3,18,23.9,1.5,8.4,2.841456716
2021-08-30,당진자재창고태양광,26.2,19.9,0.1,0.7,8.6,1.968143284
2021-08-31,당진자재창고태양광,25.4,18.9,43.1,2,8.8,0.438376119
2021-09-01,당진자재창고태양광,24.6,20.8,93.4,1.7,8.6,0.808119403
2021-09-02,당진자재창고태양광,29,20.3,5.9,1.8,6.9,3.666125373
2021-09-03,당진자재창고태양광,29.3,19.2,,1.9,2.1,5.301635821
2021-09-04,당진자재창고태양광,28.3,18.5,,2.2,6.3,4.83159403
2021-09-05,당진자재창고태양광,24.1,18.7,0.7,2.4,7,1.937050746
2021-09-06,당진자재창고태양광,23,18.3,37.9,2.6,10,1.486137313
2021-09-07,당진자재창고태양광,25.4,19.3,4.2,2.8,9.5,0.787343284
2021-09-08,당진자재창고태양광,27.3,17.2,,1.6,3.8,5.374065672
2021-09-09,당진자재창고태양광,28.3,16.2,,0.9,6.8,4.235964179
2021-09-10,당진자재창고태양광,28.2,18.3,,1.3,4.9,4.232883582
2021-09-11,당진자재창고태양광,29.5,19.4,,1.1,2,5.102973134
2021-09-12,당진자재창고태양광,29.9,17.9,,1.5,2.5,5.055904478
2021-09-13,당진자재창고태양광,29.8,19.4,,1.8,7.9,4.419367164
2021-09-14,당진자재창고태양광,27.2,19.6,,3.4,5.9,3.864501493
2021-09-15,당진자재창고태양광,29.4,17.4,,3.5,0.8,5.202555224
2021-09-16,당진자재창고태양광,27.6,16.9,,2.6,5.9,4.193337313
2021-09-17,당진자재창고태양광,25.7,18,1.8,2.7,6.4,4.059223881
2021-09-18,당진자재창고태양광,28.9,16.5,,1.6,2.1,5.179128358
2021-09-19,당진자재창고태양광,28.3,17.5,0,1.1,6,4.04518209
2021-09-20,당진자재창고태양광,28.9,16.9,0.1,1.9,5.9,4.357683582
2021-09-21,당진자재창고태양광,26.9,20.7,32,3.3,6.1,2.877420896
2021-09-22,당진자재창고태양광,26.8,15.9,21.9,2.3,2.8,4.632
2021-09-23,당진자재창고태양광,25.9,13.9,,1.8,2.3,4.885110448
2021-09-24,당진자재창고태양광,26.6,13.8,,1.4,2.8,4.646185075
2021-09-25,당진자재창고태양광,22.9,16.9,,1.8,7.4,1.192191045
2021-09-26,당진자재창고태양광,25.7,18.5,,2,9.1,3.247952239
2021-09-27,당진자재창고태양광,26.6,18,0,1.6,9,2.572656716
2021-09-28,당진자재창고태양광,23.8,19.1,1.1,1.2,8.3,1.455546269
2021-09-29,당진자재창고태양광,22.5,16.6,7,1.5,7.9,0.695283582
2021-09-30,당진자재창고태양광,26.8,14.8,,1.3,0.4,2.824262687
2021-10-01,당진자재창고태양광,28.1,15.2,3.4,1.9,3.3,4.689743284
2021-10-02,당진자재창고태양광,27.1,14.6,15.5,1,2,4.443223881
2021-10-03,당진자재창고태양광,27.8,14.8,,1.5,5.3,4.053349254
2021-10-04,당진자재창고태양광,27.1,17.9,,3.1,7.8,1.301014925
2021-10-05,당진자재창고태양광,27.3,19.6,0,2.3,5.1,4.084441791
2021-10-06,당진자재창고태양광,27.8,19.3,,0.9,7.3,2.034913433
2021-10-07,당진자재창고태양광,23.1,17.5,3.6,1.1,8.5,1.327665672
2021-10-08,당진자재창고태양광,22,17.3,1.3,1,10,1.098985075
2021-10-09,당진자재창고태양광,28.2,19.4,0,1.3,7.4,3.395104478
2021-10-10,당진자재창고태양광,27,16.1,11.7,2,7.8,1.009719403
2021-10-11,당진자재창고태양광,20.2,13.6,0.1,1.5,8.9,2.969265672
2021-10-12,당진자재창고태양광,18.4,15.6,0,3.4,7.1,0.794722388
2021-10-13,당진자재창고태양광,25.6,14.8,,1.8,4.3,4.167904478
2021-10-14,당진자재창고태양광,25.2,13.4,,1.2,4,4.505552239
2021-10-15,당진자재창고태양광,21.1,16,0.4,1,9.8,1.452035821
2021-10-16,당진자재창고태양광,17.7,6.5,0,3.7,8.5,1.554770149
2021-10-17,당진자재창고태양광,11.5,2.1,,2.4,0,5.325635821
2021-10-18,당진자재창고태양광,17.4,0.8,,1.3,4.5,3.895020896
2021-10-19,당진자재창고태양광,16.2,4.8,19.9,2,4.8,3.291653731
2021-10-20,당진자재창고태양광,16.6,2.1,,1,0.1,4.700847761
2021-10-21,당진자재창고태양광,16.6,1.8,,0.9,2.8,3.899462687
2021-10-22,당진자재창고태양광,17.1,2.4,,1.2,0.1,4.643032836
2021-10-23,당진자재창고태양광,19.6,2.3,,0.9,1,4.606925373
2021-10-24,당진자재창고태양광,19.3,3.9,,0.8,4.3,4.411486567
2021-10-25,당진자재창고태양광,18.4,4.7,,0.8,2.4,4.418292537
2021-10-26,당진자재창고태양광,19.8,5.1,,0.9,5.4,3.281695522
2021-10-27,당진자재창고태양광,18.5,5.8,,1.6,1.3,4.560358209
2021-10-28,당진자재창고태양광,19.5,3.7,,1.2,0.6,4.525253731
2021-10-29,당진자재창고태양광,22.2,6.2,,0.9,5.4,3.866937313
2021-10-30,당진자재창고태양광,20.3,8.2,,0.9,6,2.417050746
2021-10-31,당진자재창고태양광,20.2,7,0,0.9,5.4,2.123749254
2021-11-01,당진자재창고태양광,17.9,6.8,,1.4,5,2.462471642
2021-11-02,당진자재창고태양광,16.6,5.2,,1.1,5.5,3.025146269
2021-11-03,당진자재창고태양광,17.5,4.1,0,0.8,5.3,2.619152239
2021-11-04,당진자재창고태양광,18.9,6,5.7,1,4.8,2.167665672
2021-11-05,당진자재창고태양광,19.9,5.4,,1.2,3.8,3.142997015
2021-11-06,당진자재창고태양광,20.4,7.5,,1.6,2.6,3.768286567
2021-11-07,당진자재창고태양광,22.1,7.9,,2.2,5.8,3.196656716
2021-11-08,당진자재창고태양광,16.4,5.5,36,3.9,8.5,1.040167164
2021-11-09,당진자재창고태양광,10.1,5,15,3,7.1,0.803247761
2021-11-10,당진자재창고태양광,9,4,8.1,1.7,8.8,0.888071642
2021-11-11,당진자재창고태양광,12.2,2.3,3,3.1,5.9,3.065050746
2021-11-12,당진자재창고태양광,10.2,2.7,0.6,1.9,5.3,2.560549254
2021-11-13,당진자재창고태양광,15.1,0.4,,1.1,2.1,2.307725373
2021-11-14,당진자재창고태양광,17,5.1,0,1.2,3.5,2.613062687
2021-11-15,당진자재창고태양광,16.6,2.7,,0.6,4.3,2.983665672
2021-11-16,당진자재창고태양광,14.4,2.6,,0.9,0.5,3.566973134
2021-11-17,당진자재창고태양광,14.5,0.6,,0.7,3.3,3.289504478
2021-11-18,당진자재창고태양광,17.2,3.5,0,2.4,5.4,2.014352239
2021-11-19,당진자재창고태양광,17.8,7.7,,1.7,3.6,2.071379104
2021-11-20,당진자재창고태양광,16.8,4.8,,0.8,6,2.052823881
2021-11-21,당진자재창고태양광,14.7,5.8,5.1,1.5,8.9,0.828895522
2021-11-22,당진자재창고태양광,8.3,0.7,12,4.2,8.8,2.003319403
2021-11-23,당진자재창고태양광,4.9,-0.4,5.2,2.2,8.9,0.786985075
2021-11-24,당진자재창고태양광,11.7,-0.3,,1.9,4.4,1.608573134
2021-11-25,당진자재창고태양광,13.1,0.4,0,1.5,1.4,3.375689552
2021-11-26,당진자재창고태양광,10.8,-1.8,,1,2.3,3.524632836
2021-11-27,당진자재창고태양광,9.7,-2.2,,1.1,0,3.784835821
2021-11-28,당진자재창고태양광,11.7,-3.3,,0.9,4.4,3.178746269
2021-11-29,당진자재창고태양광,14.8,-0.1,,0.7,4.5,2.437397015
2021-11-30,당진자재창고태양광,10.6,2.5,35.5,4.2,9,0.147080597
2021-12-01,당진자재창고태양광,3.6,-1.2,0,4.7,5.4,2.574447761
2021-12-02,당진자재창고태양광,8.8,-3,0.9,2.1,6.3,2.563844776
2021-12-03,당진자재창고태양광,8.8,0.7,1.7,3.3,2.6,2.991044776
2021-12-04,당진자재창고태양광,7.4,-3.3,0.3,0.9,2.9,2.034268657
2021-12-05,당진자재창고태양광,9.7,-4.2,,0.8,0.1,3.638113433
2021-12-06,당진자재창고태양광,12.3,-2.9,,0.9,3,3.022638806
2021-12-07,당진자재창고태양광,11.8,0.6,,1.2,0.9,2.912023881
2021-12-08,당진자재창고태양광,13.5,2.7,,1.3,2.8,3.458650746
2021-12-09,당진자재창고태양광,12.4,-0.3,,0.8,7.4,1.092250746
2021-12-10,당진자재창고태양광,12.6,5.3,1.3,1.2,8,1.005062687
2021-12-11,당진자재창고태양광,10.6,2.8,,0.7,8.3,1.090602985
2021-12-12,당진자재창고태양광,6.9,-1.6,,3,4.5,3.014256716
2021-12-13,당진자재창고태양광,3,-4.4,,1.5,1.4,3.8256
2021-12-14,당진자재창고태양광,8.4,-1.7,2.4,1.6,7.9,0.69879403
2021-12-15,당진자재창고태양광,11.5,0.6,4.7,1.5,5.3,1.222997015
2021-12-16,당진자재창고태양광,11.6,0.6,0,1.1,9.1,2.356656716
2021-12-17,당진자재창고태양광,5.2,-5.9,0.1,5.4,5.9,0.953337313
2021-12-18,당진자재창고태양광,2.6,-8.9,0.9,1.9,4.5,1.99801791
2021-12-19,당진자재창고태양광,6.3,-1.7,1.1,1.9,2.3,3.34438209
2021-12-20,당진자재창고태양광,11.8,-1.4,,2,4.6,2.205062687
2021-12-21,당진자재창고태양광,11.5,0,,1.4,4.3,1.825862687
2021-12-22,당진자재창고태양광,8.8,-2.9,,1.3,0,3.392955224
2021-12-23,당진자재창고태양광,10.4,-4.7,,0.8,3.5,2.888167164
2021-12-24,당진자재창고태양광,3.6,-4.2,,2.6,7.3,0.242650746
2021-12-25,당진자재창고태양광,-4.2,-9.5,0.5,4.4,9.4,1.495164179
2021-12-26,당진자재창고태양광,-5.2,-10.2,0.6,2.8,4.8,2.769313433
2021-12-27,당진자재창고태양광,-0.6,-12.4,1.6,1.5,5.8,1.555414925
2021-12-28,당진자재창고태양광,4.5,-7.1,,0.6,4.8,0.0967880597
2021-12-29,당진자재창고태양광,7.4,-3.9,0,2.3,6.3,1.560214925
2021-12-30,당진자재창고태양광,1.2,-3.5,2.2,2.8,5.5,1.383259701
2021-12-31,당진자재창고태양광,-2.3,-9.2,,3,0.5,3.730316418
2022-01-01,당진자재창고태양광,2.4,-11.4,,1,3.4,3.306913433
2022-01-02,당진자재창고태양광,3.8,-6.8,0.1,1.8,2.5,2.350495522
2022-01-03,당진자재창고태양광,3.6,-9.2,,1,3.4,2.711355224
2022-01-04,당진자재창고태양광,1.1,-6.6,,1.9,0.2,3.797731343
2022-01-05,당진자재창고태양광,0.8,-7.7,,1.3,7.8,1.389134328
2022-01-06,당진자재창고태양광,3.9,-7.3,,1.4,0,3.657385075
2022-01-07,당진자재창고태양광,5.8,-9.5,,0.7,0.5,3.638185075
2022-01-08,당진자재창고태양광,6.2,-8.1,,1.1,5.7,1.569026866
2022-01-09,당진자재창고태양광,5.4,-4.9,,1.1,3.5,2.758710448
2022-01-10,당진자재창고태양광,5.1,-6.2,1.1,0.9,9.1,1.322220896
2022-01-11,당진자재창고태양광,0.7,-6.3,,4.6,7,2.843892537
2022-01-12,당진자재창고태양광,-1.9,-9.7,,1.7,3.3,3.547916418
2022-01-13,당진자재창고태양광,-2,-7,1.2,3.4,4.1,2.309946269
2022-01-14,당진자재창고태양광,1.4,-11.1,,1.3,3.6,4.016167164
2022-01-15,당진자재창고태양광,4.6,-6.2,0.1,1.3,8.5,1.101062687
2022-01-16,당진자재창고태양광,3.3,-5.1,,3.4,2,4.204083582
2022-01-17,당진자재창고태양광,1.6,-9.1,0.9,2.2,4,2.57681194
2022-01-18,당진자재창고태양광,0.8,-12,,1.1,0.1,4.134376119
2022-01-19,당진자재창고태양광,1.1,-10.3,1.6,1.9,5.6,0.302901493
2022-01-20,당진자재창고태양광,1.3,-12.9,,1.5,0.4,3.437516418
2022-01-21,당진자재창고태양광,5.4,-10.5,,1.2,3.4,3.994889552
2022-01-22,당진자재창고태양광,6.3,-6.5,,1.2,8.5,1.814614925
2022-01-23,당진자재창고태양광,6.6,-2.8,,2.1,4.1,2.855498507
2022-01-24,당진자재창고태양광,9.2,-1.9,,1.8,4.5,2.641719403
2022-01-25,당진자재창고태양광,5.7,-1.6,0.5,1.1,7.1,0.616979104
2022-01-26,당진자재창고태양광,6.3,-3,,1.5,5.7,3.403916418
2022-01-27,당진자재창고태양광,3.4,-5.9,,1.5,3.8,3.900322388
2022-01-28,당진자재창고태양광,1.7,-4.9,,1.9,4,4.396298507
2022-01-29,당진자재창고태양광,0.7,-8.5,,1.8,2,4.479832836
2022-01-30,당진자재창고태양광,2.1,-9.4,,1.7,1.4,4.500895522
2022-01-31,당진자재창고태양광,5,-9.6,3.1,1.8,3.5,3.343379104
2022-02-01,당진자재창고태양광,1.1,-2.5,1.6,2.7,8.6,0.543976119
2022-02-02,당진자재창고태양광,0.1,-5.9,,1.7,5.5,4.077564179
2022-02-03,당진자재창고태양광,1.4,-8.2,,1.4,2.5,4.466292537
2022-02-04,당진자재창고태양광,-0.2,-6.8,0.2,2.6,6.3,3.699725373
2022-02-05,당진자재창고태양광,-0.8,-6.3,0.6,3.8,5.6,2.72761791
2022-02-06,당진자재창고태양광,2.7,-7.8,,2.7,2.4,4.135880597
2022-02-07,당진자재창고태양광,1.6,-8.6,,1.2,5.8,2.091653731
2022-02-08,당진자재창고태양광,4.9,-5.8,,1.5,4.5,4.314197015
2022-02-09,당진자재창고태양광,7.4,-7.9,,1,5.5,3.690985075
2022-02-10,당진자재창고태양광,6.8,-5.2,,1.3,1.9,4.103928358
2022-02-11,당진자재창고태양광,9.1,-6,,0.9,2,3.773444776
2022-02-12,당진자재창고태양광,9.4,-2.5,,1.5,4.5,4.448310448
2022-02-13,당진자재창고태양광,10.6,-0.7,,2,5.6,2.378292537
2022-02-14,당진자재창고태양광,9.5,-3.9,1.7,2.5,5.3,2.216453731
2022-02-15,당진자재창고태양광,-0.3,-4.9,0.6,4.4,7.3,2.150471642
2022-02-16,당진자재창고태양광,-3.1,-6.5,,4.2,7,4.153576119
2022-02-17,당진자재창고태양광,-2.9,-9.3,,2.8,2.3,4.955462687
2022-02-18,당진자재창고태양광,5.8,-10.7,,1.5,6.3,4.422949254
2022-02-19,당진자재창고태양광,3.7,-3.8,,2.5,8.5,2.743880597
2022-02-20,당진자재창고태양광,-0.7,-5.6,,4.1,2.3,5.232429851
2022-02-21,당진자재창고태양광,5.3,-9.5,,3.1,3.4,4.696047761
2022-02-22,당진자재창고태양광,1,-6.4,0,2.7,5.3,4.549038806
2022-02-23,당진자재창고태양광,-1.5,-10.8,,2.3,2.8,5.032764179
2022-02-24,당진자재창고태양광,4.2,-10.2,,1.7,0.9,4.938555224
2022-02-25,당진자재창고태양광,8.4,-6.3,,1.8,3.1,2.79438806
2022-02-26,당진자재창고태양광,8.8,-2.1,,4.3,6.8,2.382734328
2022-02-27,당진자재창고태양광,8.8,-4.4,,2.6,0.3,5.145241791
2022-02-28,당진자재창고태양광,12.4,-2.2,,1.4,6,3.369958209
2022-03-01,당진자재창고태양광,8.7,-1.5,0.7,2,5.9,2.00919403
2022-03-02,당진자재창고태양광,8.7,-6.4,,1.9,0,5.47959403
2022-03-03,당진자재창고태양광,11.5,-3,,1.4,0.4,5.183856716
2022-03-04,당진자재창고태양광,12.4,-1.4,,4,5.3,3.338865672
2022-03-05,당진자재창고태양광,6,-0.4,,4.9,0.5,5.70361791
2022-03-06,당진자재창고태양광,5,-3.8,,3.1,2.9,5.742877612
2022-03-07,당진자재창고태양광,9.5,-5.4,,1.1,5,4.289623881
2022-03-08,당진자재창고태양광,11.3,-4.6,,1.3,3.3,4.739462687
2022-03-09,당진자재창고태양광,14.4,-1,,1.4,3.3,4.988274627
2022-03-10,당진자재창고태양광,13.8,-2,,1.7,8.8,3.15718209
2022-03-11,당진자재창고태양광,16.7,2.3,,1.5,6.3,2.233146269
2022-03-12,당진자재창고태양광,15.8,5.3,,2.3,8.8,2.324202985
2022-03-13,당진자재창고태양광,13.1,9.3,19.1,2.1,9.3,0.738698507
2022-03-14,당진자재창고태양광,10.1,3.7,4.9,2.9,9.4,0.285922388
2022-03-15,당진자재창고태양광,13.6,-1,,1.5,2.6,4.852656716
2022-03-16,당진자재창고태양광,16.6,-0.2,,1.7,5.1,4.416071642
2022-03-17,당진자재창고태양광,10.6,6.4,1.2,2.6,10,1.231737313
2022-03-18,당진자재창고태양광,9.3,5.6,1,3.9,8.5,1.715677612
2022-03-19,당진자재창고태양광,6.3,0.9,9.1,2.8,7.8,1.312620896
2022-03-20,당진자재창고태양광,8.6,-0.5,,1.9,7.5,4.49638209
2022-03-21,당진자재창고태양광,11.1,-2.7,,1.5,7,3.421468657
2022-03-22,당진자재창고태양광,10.5,-0.3,,2.1,2.8,5.373277612
2022-03-23,당진자재창고태양광,9.4,0.7,,1.4,7.8,1.776286567
2022-03-24,당진자재창고태양광,12.7,0.8,,2.3,4.6,2.543140299
2022-03-25,당진자재창고태양광,18.2,3.7,12.6,2.7,8.3,1.980823881
2022-03-26,당진자재창고태양광,13.9,5.8,23.1,3.9,6.8,3.097504478
2022-03-27,당진자재창고태양광,12.2,0.2,,2.7,0.5,5.390901493
2022-03-28,당진자재창고태양광,13.6,-1.6,,1.6,0.3,5.850053731
2022-03-29,당진자재창고태양광,15.7,-1.3,,1.7,0.9,5.520716418
2022-03-30,당진자재창고태양광,14.6,2,0.4,1.5,6.8,1.179725373
2022-03-31,당진자재창고태양광,11.7,5.1,,2.3,8.5,3.685468657
2022-04-01,당진자재창고태양광,13.9,0.9,,2.1,4.5,5.976071642
2022-04-02,당진자재창고태양광,12.4,-2.4,,1.6,1.3,5.772465672
2022-04-03,당진자재창고태양광,14.8,-1.6,,1.5,0.8,5.787080597
2022-04-04,당진자재창고태양광,16,-0.9,,1.4,1.1,5.866316418
2022-04-05,당진자재창고태양광,14.7,-0.5,,1.8,5.8,4.948441791
2022-04-06,당진자재창고태양광,16.4,3.7,,1.5,6.4,5.43718209
2022-04-07,당진자재창고태양광,15.9,3.6,0.4,2.4,4.3,5.768740299
2022-04-08,당진자재창고태양광,19.3,1.3,,1.7,0.8,5.791880597
2022-04-09,당진자재창고태양광,20.4,8.7,0,4.7,0.9,5.01320597
2022-04-10,당진자재창고태양광,21.8,11.7,,3.4,4.1,5.501373134
2022-04-11,당진자재창고태양광,24.5,10.5,,2.3,3.8,5.220608955
2022-04-12,당진자재창고태양광,21.4,12.5,,3.4,7.6,3.921026866
2022-04-13,당진자재창고태양광,13.1,9.3,16.9,3.1,10,0.326829851
2022-04-14,당진자재창고태양광,13.2,8.1,10,4.2,8.8,3.866292537
2022-04-15,당진자재창고태양광,16.1,5.5,,2.2,3,5.923916418
2022-04-16,당진자재창고태양광,17.5,5.5,,2.2,2.1,5.988035821
2022-04-17,당진자재창고태양광,17.6,2.3,,1.7,3.9,5.909301493
2022-04-18,당진자재창고태양광,19.2,7.5,,1.9,6.1,5.012919403
2022-04-19,당진자재창고태양광,19.1,4.7,,1.9,1.8,5.78758209
2022-04-20,당진자재창고태양광,19.4,5.2,,1.9,3,5.914531343
2022-04-21,당진자재창고태양광,19.4,4.8,,2.7,2,4.659295522
2022-04-22,당진자재창고태양광,18.1,10.1,,4.1,6,1.78158806
2022-04-23,당진자재창고태양광,24.9,8,,1.3,7.4,4.847068657
2022-04-24,당진자재창고태양광,21.8,10.2,,1.9,6,5.111140299
2022-04-25,당진자재창고태양광,24.4,15,3.2,1.4,9.8,2.456668657
2022-04-26,당진자재창고태양광,23.5,12.4,3.6,2.8,5.9,5.237731343
2022-04-27,당진자재창고태양광,18.9,8.9,,2.4,1,5.903355224
2022-04-28,당진자재창고태양광,22.8,7.4,,1.8,5.5,4.816334328
2022-04-29,당진자재창고태양광,16.2,9.8,18.1,2.6,8.9,3.878829851
2022-04-30,당진자재창고태양광,17.4,7.7,,2,7.6,4.691176119
2022-05-01,당진자재창고태양광,17.6,4.1,,2.8,2.6,6.037755224
2022-05-02,당진자재창고태양광,17.8,5.3,,2.1,1.8,6.169862687
2022-05-03,당진자재창고태양광,18.3,3.5,,2.2,0.4,6.061898507
2022-05-04,당진자재창고태양광,20.6,7.8,,3.2,1.5,5.888023881
2022-05-05,당진자재창고태양광,22.8,6.9,,2,1.1,6.150662687
2022-05-06,당진자재창고태양광,24.9,10.5,,1.8,5,5.892322388
2022-05-07,당진자재창고태양광,20.7,10.8,,2.6,6.9,5.184859701
2022-05-08,당진자재창고태양광,20.3,10.7,0.5,2.1,9.6,2.019653731
2022-05-09,당진자재창고태양광,22.9,11.2,,2.5,5.1,6.117707463
2022-05-10,당진자재창고태양광,24.7,10.7,0,1.9,6.3,5.685922388
2022-05-11,당진자재창고태양광,22.6,13.3,0.3,1.6,8.6,4.828083582
2022-05-12,당진자재창고태양광,25.2,11.8,,2,5.3,5.893826866
2022-05-13,당진자재창고태양광,21.7,12.9,,2.6,6.1,4.044035821
2022-05-14,당진자재창고태양광,19.3,7.2,,3,4.4,5.07080597
2022-05-15,당진자재창고태양광,19.9,6.5,,2.3,1.4,6.156895522
2022-05-16,당진자재창고태양광,20.6,6.2,,3,0.1,5.890173134
2022-05-17,당진자재창고태양광,22.3,12,,3.4,0.1,5.618579104
2022-05-18,당진자재창고태양광,23.1,15.2,,4,3.5,4.75601194
2022-05-19,당진자재창고태양광,22,15.3,,3.7,6.8,4.039235821
2022-05-20,당진자재창고태양광,23.9,13,,2.1,4.7,5.251558209
2022-05-21,당진자재창고태양광,23.2,13.4,,2.4,4.1,5.024955224
2022-05-22,당진자재창고태양광,22,13.9,,3.4,3.5,5.660704478
2022-05-23,당진자재창고태양광,25.8,15.3,,2.4,3.1,5.336883582
2022-05-24,당진자재창고태양광,27.6,12.5,,1.5,0.8,5.61320597
2022-05-25,당진자재창고태양광,25.5,13.5,2,2.2,4.9,4.121838806
2022-05-26,당진자재창고태양광,22.5,12.1,,3.1,1,6.035462687
2022-05-27,당진자재창고태양광,25.3,15.3,,3,1.8,6.009456716
2022-05-28,당진자재창고태양광,24.7,15.7,,3.6,4,5.567928358
2022-05-29,당진자재창고태양광,26.5,17.5,,2.5,6.8,4.535355224
2022-05-30,당진자재창고태양광,23.2,13.9,0.1,2.1,5.8,1.895928358
2022-05-31,당진자재창고태양광,25.3,9.8,,2.2,2,5.571223881
2022-06-01,당진자재창고태양광,27.4,14.9,,2.7,1.4,5.88121791
2022-06-02,당진자재창고태양광,25.2,14.3,,2.2,3.5,5.6208
2022-06-03,당진자재창고태양광,28,18.4,,2.2,4.1,5.164943284
2022-06-04,당진자재창고태양광,29.8,18.3,,1.5,7.4,3.667844776
2022-06-05,당진자재창고태양광,22.9,17.7,0,2.2,9.5,1.493802985
2022-06-06,당진자재창고태양광,23.9,17.3,0.1,2.4,5.8,3.757683582
2022-06-07,당진자재창고태양광,23.4,14.5,,2.6,6.8,3.310853731
2022-06-08,당진자재창고태양광,23.9,14.6,0,1.5,5.3,5.390543284
2022-06-09,당진자재창고태양광,25.9,15.3,0.1,1.5,5.3,4.376883582
2022-06-10,당진자재창고태양광,27.1,14.8,0,1.7,6.3,3.395749254
2022-06-11,당진자재창고태양광,29.5,16.4,,2.2,2.9,5.55238209
2022-06-12,당진자재창고태양광,27.3,18.6,,2.4,5.8,4.377098507
2022-06-13,당진자재창고태양광,29.5,18.8,,2.4,6.8,4.943426866
2022-06-14,당진자재창고태양광,24.2,15.4,1.4,3.4,7.5,3.467391045
2022-06-15,당진자재창고태양광,23.2,15,18.1,3,8,1.985695522
2022-06-16,당진자재창고태양광,25,16.7,,1.9,4,5.675032836
2022-06-17,당진자재창고태양광,26.4,15.9,,2.3,6.6,1.650268657
2022-06-18,당진자재창고태양광,25.3,20,,2.7,6.4,2.654614925
2022-06-19,당진자재창고태양광,26.1,20.7,0,2.3,6,1.603271642
2022-06-20,당진자재창고태양광,29.6,20.5,,1.5,3.6,5.548871642
2022-06-21,당진자재창고태양광,29.9,19.4,,2.2,2.9,5.283940299
2022-06-22,당진자재창고태양광,30.2,20.6,,1.8,4.5,3.730316418
2022-06-23,당진자재창고태양광,28.2,20.7,31.2,3.8,9.4,0.594841791
2022-06-24,당진자재창고태양광,23.8,20.1,9.5,3.5,6.8,2.862877612
2022-06-25,당진자재창고태양광,27.3,21.3,,3.4,4.5,3.993528358
2022-06-26,당진자재창고태양광,26.8,23.2,0.1,4.8,7.9,2.483032836
2022-06-27,당진자재창고태양광,28.1,24.6,0.5,5.1,9.8,0.895164179
2022-06-28,당진자재창고태양광,27.3,24.4,0.2,6.7,9.1,1.159952239
2022-06-29,당진자재창고태양광,25.8,22.1,209.6,4.9,9.4,1.132370149
2022-06-30,당진자재창고태양광,26.7,22.1,81.6,3.9,8.1,1.12198209
2021-06-01,당진제1회처리장태양광,25.8,14.8,,2,8.3,4.42572632
2021-06-02,당진제1회처리장태양광,29.2,16.1,,1.8,3.9,5.21469152
2021-06-03,당진제1회처리장태양광,22.1,13.9,19,1.2,9.3,0.77884108
2021-06-04,당진제1회처리장태양광,23,11.6,,2.8,2.1,5.78815584
2021-06-05,당진제1회처리장태양광,23.6,16.6,,3.8,6.1,4.14658736
2021-06-06,당진제1회처리장태양광,24.4,17.9,,3.3,3.6,5.42223792
2021-06-07,당진제1회처리장태양광,26.7,16.2,,1.9,7.1,3.09511576
2021-06-08,당진제1회처리장태양광,27.8,17.5,,1.5,7.6,4.05474624
2021-06-09,당진제1회처리장태양광,32.2,17.4,,1.3,5.3,5.21830732
2021-06-10,당진제1회처리장태양광,30.2,20.1,7.2,2.2,9.3,2.80440636
2021-06-11,당진제1회처리장태양광,26.3,18.1,5.6,2.7,6.5,2.90926424
2021-06-12,당진제1회처리장태양광,29.2,17,,2,5.3,5.32678112
2021-06-13,당진제1회처리장태양광,29,17.4,,1.4,5.1,5.28483796
2021-06-14,당진제1회처리장태양광,27.2,17.6,,1.5,7.8,4.20010112
2021-06-15,당진제1회처리장태양광,24.8,19.9,1.8,1.8,8,2.31627468
2021-06-16,당진제1회처리장태양광,29.6,20.2,,3.2,4.8,5.95231264
2021-06-17,당진제1회처리장태양광,24.8,19.5,0,2.1,10,1.6003484
2021-06-18,당진제1회처리장태양광,21.7,18.5,11.1,2.4,8.3,1.2908368
2021-06-19,당진제1회처리장태양광,26,17.8,,1.7,3.8,5.51552528
2021-06-20,당진제1회처리장태양광,27,16.8,,3.3,4.8,5.4612884
2021-06-21,당진제1회처리장태양광,29.4,18.2,,1.6,1.9,5.88288944
2021-06-22,당진제1회처리장태양광,27.8,18.4,,1.7,6,4.81840108
2021-06-23,당진제1회처리장태양광,25.3,18.2,22.3,1.9,6.1,4.06414736
2021-06-24,당진제1회처리장태양광,26.6,17.3,,1.4,4.5,5.3795716
2021-06-25,당진제1회처리장태양광,28.3,16.7,0,1.4,5.6,5.83082216
2021-06-26,당진제1회처리장태양광,28,20.6,0.2,1.4,8.1,3.41981372
