,발전량,일시,지점,지점명,기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),미세먼지
14459,0.0,2021-08-31 23:00,258.0,보성군,24.5,0.0,1.5,96.0,9.0,1
14461,0.0,2021-09-01 01:00,258.0,보성군,24.4,0.0,0.5,97.0,10.0,1
14462,0.0,2021-09-01 02:00,258.0,보성군,24.3,0.0,0.0,97.0,9.0,1
14463,0.0,2021-09-01 03:00,258.0,보성군,24.8,0.0,0.5,96.0,9.0,1
14464,0.0,2021-09-01 04:00,258.0,보성군,25.2,0.0,0.8,95.0,10.0,1
14465,0.0,2021-09-01 05:00,258.0,보성군,25.4,0.0,0.5,93.0,10.0,1
14466,0.5,2021-09-01 06:00,258.0,보성군,25.1,0.1,0.9,95.0,10.0,1
14467,4.1,2021-09-01 07:00,258.0,보성군,25.9,0.0,0.6,92.0,10.0,1
14468,7.8,2021-09-01 08:00,258.0,보성군,26.9,0.2,1.6,87.0,10.0,1
14469,19.3,2021-09-01 09:00,258.0,보성군,27.3,0.0,2.8,86.0,9.0,1
14470,11.0,2021-09-01 10:00,258.0,보성군,27.2,0.0,3.1,86.0,9.0,1
14471,20.4,2021-09-01 11:00,258.0,보성군,28.2,0.0,2.5,85.0,9.0,1
14497,19.7,2021-09-02 13:00,258.0,보성군,24.0,1.0,0.6,92.0,10.0,1
14498,10.8,2021-09-02 14:00,258.0,보성군,23.4,0.3,1.6,92.0,10.0,1
14499,12.3,2021-09-02 15:00,258.0,보성군,22.6,0.7,1.2,92.0,10.0,1
14500,9.0,2021-09-02 16:00,258.0,보성군,22.7,0.3,1.3,92.0,10.0,1
14501,4.1,2021-09-02 17:00,258.0,보성군,23.0,0.1,0.7,91.0,10.0,1
14502,0.2,2021-09-02 18:00,258.0,보성군,22.8,0.0,0.2,93.0,10.0,1
14503,0.0,2021-09-02 19:00,258.0,보성군,22.6,0.0,0.1,92.0,10.0,1
14504,0.0,2021-09-02 20:00,258.0,보성군,22.3,0.2,1.4,98.0,9.0,1
14505,0.0,2021-09-02 21:00,258.0,보성군,22.3,0.5,1.9,96.0,7.0,1
14506,0.0,2021-09-02 22:00,258.0,보성군,21.8,0.2,2.6,97.0,2.0,1
14507,0.0,2021-09-02 23:00,258.0,보성군,21.3,2.4,2.9,98.0,5.0,1
14509,0.0,2021-09-03 01:00,258.0,보성군,21.2,0.1,2.9,95.0,5.0,1
14510,0.0,2021-09-03 02:00,258.0,보성군,21.0,0.1,1.7,95.0,4.0,1
14511,0.0,2021-09-03 03:00,258.0,보성군,20.9,0.0,2.0,93.0,7.0,1
14512,0.0,2021-09-03 04:00,258.0,보성군,21.0,0.0,2.4,92.0,8.0,1
14513,0.0,2021-09-03 05:00,258.0,보성군,21.0,0.0,1.9,91.0,10.0,1
14514,0.6,2021-09-03 06:00,258.0,보성군,20.5,0.3,0.3,96.0,7.0,1
14515,3.5,2021-09-03 07:00,258.0,보성군,20.3,0.7,1.0,98.0,7.0,1
14516,10.6,2021-09-03 08:00,258.0,보성군,20.5,0.6,1.6,97.0,6.0,1
14517,18.1,2021-09-03 09:00,258.0,보성군,21.6,0.0,1.5,93.0,3.0,1
14518,28.1,2021-09-03 10:00,258.0,보성군,22.8,0.0,2.5,86.0,5.0,1
14519,28.2,2021-09-03 11:00,258.0,보성군,23.6,0.0,2.2,81.0,10.0,1
14520,31.1,2021-09-03 12:00,258.0,보성군,24.5,0.0,1.3,77.0,10.0,1
14521,30.7,2021-09-03 13:00,258.0,보성군,24.6,0.0,2.5,77.0,10.0,1
14522,26.7,2021-09-03 14:00,258.0,보성군,25.3,0.0,3.5,75.0,9.0,1
14523,22.2,2021-09-03 15:00,258.0,보성군,25.4,0.0,2.7,76.0,9.0,1
14524,29.2,2021-09-03 16:00,258.0,보성군,25.3,0.0,2.9,75.0,5.0,1
14525,14.8,2021-09-03 17:00,258.0,보성군,25.5,0.0,3.0,74.0,4.0,1
14526,2.0,2021-09-03 18:00,258.0,보성군,24.9,0.0,3.1,74.0,5.0,1
14527,0.0,2021-09-03 19:00,258.0,보성군,22.4,0.0,2.0,87.0,6.0,1
14528,0.0,2021-09-03 20:00,258.0,보성군,22.1,0.0,1.6,88.0,7.0,1
14529,0.0,2021-09-03 21:00,258.0,보성군,20.7,0.0,1.2,96.0,6.0,1
14530,0.0,2021-09-03 22:00,258.0,보성군,21.1,0.0,0.0,94.0,6.0,1
14531,0.0,2021-09-03 23:00,258.0,보성군,21.1,0.0,1.3,95.0,10.0,1
14533,0.0,2021-09-04 01:00,258.0,보성군,20.8,0.0,0.6,94.0,8.0,1
14534,0.0,2021-09-04 02:00,258.0,보성군,21.0,0.0,0.3,92.0,9.0,1
14535,0.0,2021-09-04 03:00,258.0,보성군,20.8,0.0,0.7,96.0,10.0,1
14536,0.0,2021-09-04 04:00,258.0,보성군,20.8,0.0,0.0,96.0,9.0,1
14537,0.0,2021-09-04 05:00,258.0,보성군,21.0,0.0,0.3,93.0,9.0,1
14538,0.9,2021-09-04 06:00,258.0,보성군,20.6,0.0,0.6,92.0,9.0,1
14539,10.1,2021-09-04 07:00,258.0,보성군,20.4,0.0,0.5,95.0,9.0,1
14540,23.4,2021-09-04 08:00,258.0,보성군,22.3,0.0,0.7,84.0,9.0,1
14541,35.9,2021-09-04 09:00,258.0,보성군,24.1,0.0,1.8,75.0,8.0,1
14542,57.2,2021-09-04 10:00,258.0,보성군,25.4,0.0,2.2,73.0,9.0,1
14543,41.8,2021-09-04 11:00,258.0,보성군,25.8,0.0,3.3,71.0,8.0,1
14544,49.4,2021-09-04 12:00,258.0,보성군,25.9,0.0,3.7,68.0,9.0,1
14545,40.5,2021-09-04 13:00,258.0,보성군,26.6,0.0,3.0,70.0,10.0,1
14546,29.5,2021-09-04 14:00,258.0,보성군,26.7,0.0,3.2,67.0,9.0,1
14547,16.2,2021-09-04 15:00,258.0,보성군,26.4,0.0,1.7,70.0,10.0,1
14548,10.6,2021-09-04 16:00,258.0,보성군,25.9,0.0,2.1,76.0,10.0,1
14549,5.3,2021-09-04 17:00,258.0,보성군,24.9,0.0,2.5,75.0,10.0,1
14550,1.1,2021-09-04 18:00,258.0,보성군,23.8,0.0,2.8,80.0,10.0,1
14551,0.0,2021-09-04 19:00,258.0,보성군,23.5,0.0,2.0,82.0,9.0,1
14552,0.0,2021-09-04 20:00,258.0,보성군,22.0,0.0,2.6,93.0,10.0,1
14553,0.0,2021-09-04 21:00,258.0,보성군,22.4,0.0,0.8,91.0,10.0,1
14554,0.0,2021-09-04 22:00,258.0,보성군,22.0,0.0,1.1,96.0,9.0,1
14555,0.0,2021-09-04 23:00,258.0,보성군,21.6,0.0,1.3,95.0,10.0,1
14557,0.0,2021-09-05 01:00,258.0,보성군,21.4,0.0,2.1,95.0,10.0,1
14558,0.0,2021-09-05 02:00,258.0,보성군,21.7,0.0,2.2,92.0,10.0,1
14559,0.0,2021-09-05 03:00,258.0,보성군,21.3,0.0,2.3,92.0,10.0,1
14560,0.0,2021-09-05 04:00,258.0,보성군,20.8,0.0,2.3,92.0,10.0,1
14561,0.0,2021-09-05 05:00,258.0,보성군,20.9,0.0,2.0,88.0,10.0,1
14562,0.5,2021-09-05 06:00,258.0,보성군,20.5,0.0,3.0,86.0,10.0,1
14563,2.9,2021-09-05 07:00,258.0,보성군,21.2,0.0,2.9,82.0,10.0,1
14564,10.0,2021-09-05 08:00,258.0,보성군,21.6,0.0,2.0,81.0,10.0,1
14565,19.1,2021-09-05 09:00,258.0,보성군,23.2,0.0,1.9,75.0,10.0,1
14566,16.1,2021-09-05 10:00,258.0,보성군,23.7,0.0,3.8,74.0,10.0,1
14567,17.6,2021-09-05 11:00,258.0,보성군,24.0,0.0,3.1,77.0,10.0,1
14568,13.6,2021-09-05 12:00,258.0,보성군,23.3,0.0,4.2,78.0,10.0,1
14569,13.4,2021-09-05 13:00,258.0,보성군,22.9,0.0,2.8,82.0,10.0,1
14570,14.8,2021-09-05 14:00,258.0,보성군,23.6,0.1,1.8,79.0,10.0,1
14571,7.1,2021-09-05 15:00,258.0,보성군,23.8,0.0,2.9,82.0,10.0,1
14572,6.8,2021-09-05 16:00,258.0,보성군,22.8,0.0,2.7,86.0,10.0,1
14573,2.4,2021-09-05 17:00,258.0,보성군,22.7,0.0,2.5,88.0,10.0,1
14574,0.8,2021-09-05 18:00,258.0,보성군,22.3,0.0,2.9,86.0,10.0,1
14575,0.0,2021-09-05 19:00,258.0,보성군,22.0,0.0,3.2,82.0,10.0,1
14576,0.0,2021-09-05 20:00,258.0,보성군,21.8,0.0,1.1,67.0,10.0,1
14577,0.0,2021-09-05 21:00,258.0,보성군,20.9,0.0,2.5,79.0,10.0,1
14578,0.0,2021-09-05 22:00,258.0,보성군,21.5,0.0,2.7,77.0,5.0,1
14579,0.0,2021-09-05 23:00,258.0,보성군,21.7,0.0,3.1,80.0,10.0,1
14580,0.0,2021-09-06 00:00,258.0,보성군,21.9,0.0,4.1,79.0,10.0,1
14581,0.0,2021-09-06 01:00,258.0,보성군,21.4,0.0,4.6,73.0,10.0,1
14582,0.0,2021-09-06 02:00,258.0,보성군,20.2,0.0,2.3,81.0,4.0,1
14583,0.0,2021-09-06 03:00,258.0,보성군,20.7,0.0,2.1,77.0,3.0,1
14584,0.0,2021-09-06 04:00,258.0,보성군,20.2,0.0,2.4,81.0,9.0,1
14585,0.0,2021-09-06 05:00,258.0,보성군,20.6,0.0,1.6,78.0,9.0,1
14586,0.4,2021-09-06 06:00,258.0,보성군,20.6,0.1,0.9,81.0,10.0,1
14587,4.0,2021-09-06 07:00,258.0,보성군,20.1,0.2,1.0,89.0,10.0,1
14588,12.8,2021-09-06 08:00,258.0,보성군,21.0,0.0,4.2,85.0,10.0,1
14589,24.0,2021-09-06 09:00,258.0,보성군,22.6,0.0,2.8,79.0,9.0,1
14590,25.7,2021-09-06 10:00,258.0,보성군,22.1,0.0,5.5,79.0,10.0,1
14591,16.2,2021-09-06 11:00,258.0,보성군,22.4,0.0,5.5,81.0,10.0,1
14592,14.1,2021-09-06 12:00,258.0,보성군,22.1,0.0,5.9,84.0,10.0,1
14593,15.1,2021-09-06 13:00,258.0,보성군,22.4,0.0,5.3,84.0,10.0,1
14594,16.2,2021-09-06 14:00,258.0,보성군,22.6,0.0,4.8,84.0,10.0,1
14595,8.4,2021-09-06 15:00,258.0,보성군,22.4,0.0,4.0,86.0,10.0,1
14596,5.4,2021-09-06 16:00,258.0,보성군,22.0,0.0,4.0,92.0,10.0,1
14597,2.5,2021-09-06 17:00,258.0,보성군,21.9,0.0,2.5,92.0,10.0,1
14598,0.5,2021-09-06 18:00,258.0,보성군,21.8,0.0,3.0,92.0,10.0,1
14599,0.0,2021-09-06 19:00,258.0,보성군,21.8,0.0,3.0,92.0,10.0,1
14600,0.0,2021-09-06 20:00,258.0,보성군,22.1,0.0,3.5,90.0,10.0,1
14601,0.0,2021-09-06 21:00,258.0,보성군,22.1,0.0,3.7,88.0,10.0,1
14602,0.0,2021-09-06 22:00,258.0,보성군,22.0,0.0,4.0,85.0,9.0,1
14603,0.0,2021-09-06 23:00,258.0,보성군,21.4,0.0,4.0,86.0,8.0,1
14604,0.0,2021-09-07 00:00,258.0,보성군,21.3,0.0,3.5,85.0,10.0,1
14605,0.0,2021-09-07 01:00,258.0,보성군,21.4,0.0,3.3,83.0,10.0,1
14606,0.0,2021-09-07 02:00,258.0,보성군,21.2,0.0,3.2,84.0,10.0,1
14607,0.0,2021-09-07 03:00,258.0,보성군,20.8,0.0,2.9,88.0,7.0,1
14608,0.0,2021-09-07 04:00,258.0,보성군,21.0,0.0,2.3,88.0,7.0,1
14609,0.0,2021-09-07 05:00,258.0,보성군,21.3,0.0,2.4,86.0,9.0,1
14610,0.0,2021-09-07 06:00,258.0,보성군,21.0,0.0,1.9,90.0,8.0,1
14611,1.3,2021-09-07 07:00,258.0,보성군,21.8,0.0,2.1,85.0,7.0,1
14612,2.6,2021-09-07 08:00,258.0,보성군,22.1,0.0,0.8,87.0,7.0,1
14613,5.5,2021-09-07 09:00,258.0,보성군,21.8,0.9,1.1,94.0,8.0,1
14614,10.6,2021-09-07 10:00,258.0,보성군,22.0,1.6,1.1,94.0,7.0,1
14615,17.0,2021-09-07 11:00,258.0,보성군,22.8,0.0,2.9,91.0,9.0,1
14616,15.2,2021-09-07 12:00,258.0,보성군,23.6,0.0,1.7,87.0,9.0,1
14617,14.8,2021-09-07 13:00,258.0,보성군,24.1,0.0,0.5,86.0,10.0,1
14618,8.2,2021-09-07 14:00,258.0,보성군,24.5,0.0,0.1,86.0,9.0,1
14619,23.4,2021-09-07 15:00,258.0,보성군,23.5,0.7,0.8,95.0,9.0,1
14620,19.0,2021-09-07 16:00,258.0,보성군,24.6,0.1,2.0,91.0,9.0,1
14621,4.2,2021-09-07 17:00,258.0,보성군,25.5,0.0,1.5,88.0,8.0,1
14622,0.8,2021-09-07 18:00,258.0,보성군,24.7,0.0,3.1,83.0,10.0,1
14623,0.0,2021-09-07 19:00,258.0,보성군,23.5,0.0,2.9,86.0,10.0,1
14624,0.0,2021-09-07 20:00,258.0,보성군,22.6,0.0,2.3,89.0,9.0,1
14625,0.0,2021-09-07 21:00,258.0,보성군,22.1,0.0,2.0,87.0,10.0,1
14626,0.0,2021-09-07 22:00,258.0,보성군,22.1,0.0,2.5,86.0,10.0,1
14627,0.0,2021-09-07 23:00,258.0,보성군,21.7,0.0,2.4,87.0,9.0,1
14628,0.0,2021-09-08 00:00,258.0,보성군,21.7,0.0,3.8,87.0,9.0,1
14629,0.0,2021-09-08 01:00,258.0,보성군,21.3,0.0,2.8,88.0,9.0,1
14630,0.0,2021-09-08 02:00,258.0,보성군,21.3,0.0,2.9,87.0,10.0,1
14631,0.0,2021-09-08 03:00,258.0,보성군,21.1,0.0,2.6,87.0,10.0,1
14632,0.0,2021-09-08 04:00,258.0,보성군,21.4,0.0,3.6,85.0,10.0,1
14633,0.0,2021-09-08 05:00,258.0,보성군,21.0,0.0,3.1,87.0,6.0,1
14634,0.4,2021-09-08 06:00,258.0,보성군,21.1,0.0,3.3,86.0,10.0,1
14635,5.5,2021-09-08 07:00,258.0,보성군,21.6,0.0,3.7,84.0,10.0,1
14636,16.5,2021-09-08 08:00,258.0,보성군,22.7,0.0,3.5,78.0,10.0,1
14637,26.7,2021-09-08 09:00,258.0,보성군,23.2,0.0,4.1,75.0,9.0,1
14639,43.7,2021-09-08 11:00,258.0,보성군,25.4,0.0,3.2,64.0,8.0,1
14640,60.2,2021-09-08 12:00,258.0,보성군,25.8,0.0,2.8,63.0,8.0,1
14641,68.7,2021-09-08 13:00,258.0,보성군,26.5,0.0,2.7,60.0,7.0,1
14642,45.2,2021-09-08 14:00,258.0,보성군,27.6,0.0,4.1,55.0,6.0,1
14643,37.0,2021-09-08 15:00,258.0,보성군,27.1,0.0,2.0,65.0,9.0,1
14646,2.2,2021-09-08 18:00,258.0,보성군,26.0,0.0,1.9,67.0,9.0,1
14647,0.0,2021-09-08 19:00,258.0,보성군,23.3,0.0,3.4,82.0,6.0,1
14648,0.0,2021-09-08 20:00,258.0,보성군,22.3,0.0,3.2,84.0,5.0,1
14649,0.0,2021-09-08 21:00,258.0,보성군,21.4,0.0,3.8,87.0,0.0,1
14650,0.0,2021-09-08 22:00,258.0,보성군,20.8,0.0,3.7,88.0,0.0,1
14651,0.0,2021-09-08 23:00,258.0,보성군,20.2,0.0,2.5,91.0,0.0,1
14652,0.0,2021-09-09 00:00,258.0,보성군,19.6,0.0,2.9,93.0,0.0,1
14653,0.0,2021-09-09 01:00,258.0,보성군,18.7,0.0,0.4,96.0,4.0,1
14654,0.0,2021-09-09 02:00,258.0,보성군,18.5,0.0,2.1,97.0,2.0,1
14655,0.0,2021-09-09 03:00,258.0,보성군,18.5,0.0,2.7,96.0,2.0,1
14656,0.0,2021-09-09 04:00,258.0,보성군,18.4,0.0,2.6,98.0,5.0,1
14657,0.0,2021-09-09 05:00,258.0,보성군,18.3,0.0,1.5,98.0,4.0,1
14658,0.8,2021-09-09 06:00,258.0,보성군,18.1,0.0,1.8,99.0,6.0,1
14659,9.2,2021-09-09 07:00,258.0,보성군,18.7,0.0,1.8,98.0,6.0,1
14660,16.6,2021-09-09 08:00,258.0,보성군,20.0,0.0,2.2,95.0,8.0,1
14661,36.2,2021-09-09 09:00,258.0,보성군,21.9,0.0,1.9,92.0,9.0,1
14662,44.9,2021-09-09 10:00,258.0,보성군,24.2,0.0,0.8,81.0,8.0,1
14663,56.9,2021-09-09 11:00,258.0,보성군,26.2,0.0,0.6,75.0,8.0,1
14664,49.2,2021-09-09 12:00,258.0,보성군,27.9,0.0,1.9,64.0,7.0,1
14665,59.9,2021-09-09 13:00,258.0,보성군,28.5,0.0,1.9,61.0,8.0,1
14666,63.8,2021-09-09 14:00,258.0,보성군,28.6,0.0,2.7,61.0,8.0,1
14667,27.6,2021-09-09 15:00,258.0,보성군,27.5,0.0,3.8,68.0,7.0,1
14669,5.6,2021-09-09 17:00,258.0,보성군,26.0,0.0,1.6,76.0,9.0,1
14670,0.6,2021-09-09 18:00,258.0,보성군,25.0,0.0,0.8,80.0,10.0,1
14671,0.0,2021-09-09 19:00,258.0,보성군,24.1,0.0,1.0,84.0,9.0,1
14672,0.0,2021-09-09 20:00,258.0,보성군,23.1,0.0,1.0,91.0,9.0,1
14673,0.0,2021-09-09 21:00,258.0,보성군,22.6,0.0,2.1,92.0,9.0,1
14674,0.0,2021-09-09 22:00,258.0,보성군,22.5,0.0,1.7,94.0,10.0,1
14675,0.0,2021-09-09 23:00,258.0,보성군,21.9,0.0,0.9,96.0,10.0,1
14676,0.0,2021-09-10 00:00,258.0,보성군,21.6,0.0,0.0,96.0,10.0,1
14677,0.0,2021-09-10 01:00,258.0,보성군,21.5,0.0,0.6,97.0,10.0,1
14678,0.0,2021-09-10 02:00,258.0,보성군,21.5,0.0,2.0,97.0,10.0,1
14679,0.0,2021-09-10 03:00,258.0,보성군,21.6,0.0,0.0,96.0,10.0,1
14680,0.0,2021-09-10 04:00,258.0,보성군,21.3,0.0,0.0,97.0,10.0,1
14681,0.0,2021-09-10 05:00,258.0,보성군,21.3,0.0,0.0,97.0,10.0,1
14682,0.1,2021-09-10 06:00,258.0,보성군,21.2,0.2,0.1,98.0,10.0,1
14683,0.9,2021-09-10 07:00,258.0,보성군,21.4,0.8,1.3,99.0,10.0,1
14684,2.7,2021-09-10 08:00,258.0,보성군,21.5,0.4,1.6,98.0,10.0,1
14685,3.4,2021-09-10 09:00,258.0,보성군,21.7,0.4,0.3,97.0,10.0,1
14686,1.8,2021-09-10 10:00,258.0,보성군,22.2,0.1,1.3,96.0,10.0,1
14687,5.7,2021-09-10 11:00,258.0,보성군,21.9,0.3,2.5,95.0,10.0,1
14688,12.0,2021-09-10 12:00,258.0,보성군,22.4,0.0,4.3,92.0,10.0,1
14689,14.8,2021-09-10 13:00,258.0,보성군,23.0,0.0,0.0,87.0,10.0,1
14690,18.6,2021-09-10 14:00,258.0,보성군,23.0,0.0,1.4,87.0,10.0,1
14691,17.8,2021-09-10 15:00,258.0,보성군,23.6,0.0,1.5,87.0,8.0,1
14692,14.4,2021-09-10 16:00,258.0,보성군,24.0,0.0,2.1,87.0,8.0,1
14693,10.8,2021-09-10 17:00,258.0,보성군,24.5,0.0,1.6,81.0,8.0,1
14694,1.7,2021-09-10 18:00,258.0,보성군,24.0,0.0,1.4,85.0,8.0,1
14696,0.0,2021-09-10 20:00,258.0,보성군,21.3,0.0,1.7,96.0,7.0,1
14697,0.0,2021-09-10 21:00,258.0,보성군,20.9,0.0,0.8,97.0,8.0,1
14698,0.0,2021-09-10 22:00,258.0,보성군,20.7,0.0,1.7,98.0,8.0,1
14699,0.0,2021-09-10 23:00,258.0,보성군,20.6,0.0,1.1,99.0,6.0,1
14700,0.0,2021-09-11 00:00,258.0,보성군,20.7,0.0,1.7,99.0,6.0,1
14701,0.0,2021-09-11 01:00,258.0,보성군,19.9,0.0,1.3,99.0,3.0,1
14702,0.0,2021-09-11 02:00,258.0,보성군,19.6,0.0,1.8,99.0,1.0,1
14703,0.0,2021-09-11 03:00,258.0,보성군,19.5,0.0,1.6,99.0,5.0,1
14704,0.0,2021-09-11 04:00,258.0,보성군,19.2,0.0,1.1,99.0,1.0,1
14706,0.8,2021-09-11 06:00,258.0,보성군,18.0,0.0,1.1,99.0,2.0,1
14707,11.5,2021-09-11 07:00,258.0,보성군,19.6,0.0,2.4,99.0,0.0,1
14708,31.6,2021-09-11 08:00,258.0,보성군,21.2,0.0,3.0,99.0,1.0,1
14709,49.4,2021-09-11 09:00,258.0,보성군,23.6,0.0,2.4,89.0,0.0,1
14710,60.6,2021-09-11 10:00,258.0,보성군,26.4,0.0,0.8,79.0,1.0,1
14711,68.3,2021-09-11 11:00,258.0,보성군,26.6,0.0,2.2,74.0,3.0,1
14712,71.2,2021-09-11 12:00,258.0,보성군,27.7,0.0,2.7,66.0,2.0,1
14713,69.0,2021-09-11 13:00,258.0,보성군,28.4,0.0,2.2,61.0,3.0,1
14714,62.7,2021-09-11 14:00,258.0,보성군,28.1,0.0,3.4,68.0,0.0,1
14715,50.8,2021-09-11 15:00,258.0,보성군,28.8,0.0,2.8,63.0,0.0,1
14716,33.9,2021-09-11 16:00,258.0,보성군,28.5,0.0,2.6,66.0,0.0,1
14717,14.0,2021-09-11 17:00,258.0,보성군,28.4,0.0,1.9,67.0,0.0,1
14718,1.4,2021-09-11 18:00,258.0,보성군,26.8,0.0,1.6,78.0,0.0,1
14719,0.0,2021-09-11 19:00,258.0,보성군,23.9,0.0,1.2,91.0,0.0,1
14720,0.0,2021-09-11 20:00,258.0,보성군,23.7,0.0,1.2,89.0,0.0,1
14721,0.0,2021-09-11 21:00,258.0,보성군,22.6,0.0,1.3,93.0,1.0,1
14722,0.0,2021-09-11 22:00,258.0,보성군,21.9,0.0,1.2,97.0,5.0,1
14723,0.0,2021-09-11 23:00,258.0,보성군,22.0,0.0,1.8,97.0,2.0,1
14724,0.0,2021-09-12 00:00,258.0,보성군,21.6,0.0,1.1,98.0,0.0,1
14725,0.0,2021-09-12 01:00,258.0,보성군,21.5,0.0,1.5,97.0,3.0,1
14726,0.0,2021-09-12 02:00,258.0,보성군,20.4,0.0,2.1,97.0,5.0,1
14727,0.0,2021-09-12 03:00,258.0,보성군,20.2,0.0,0.0,99.0,6.0,1
14728,0.0,2021-09-12 04:00,258.0,보성군,19.0,0.0,0.1,99.0,1.0,1
14729,0.0,2021-09-12 05:00,258.0,보성군,19.0,0.0,2.0,99.0,5.0,1
14730,0.9,2021-09-12 06:00,258.0,보성군,18.0,0.0,1.8,99.0,5.0,1
14731,8.9,2021-09-12 07:00,258.0,보성군,18.6,0.0,1.9,99.0,9.0,1
14732,24.3,2021-09-12 08:00,258.0,보성군,21.4,0.0,2.5,99.0,7.0,1
14733,31.0,2021-09-12 09:00,258.0,보성군,24.0,0.0,2.4,90.0,6.0,1
14734,46.3,2021-09-12 10:00,258.0,보성군,25.6,0.0,2.1,82.0,9.0,1
14735,49.6,2021-09-12 11:00,258.0,보성군,26.5,0.0,2.1,76.0,8.0,1
14736,58.5,2021-09-12 12:00,258.0,보성군,27.3,0.0,1.5,73.0,7.0,1
14737,62.2,2021-09-12 13:00,258.0,보성군,29.1,0.0,1.4,61.0,8.0,1
14738,49.7,2021-09-12 14:00,258.0,보성군,29.4,0.0,2.5,57.0,7.0,1
14739,30.2,2021-09-12 15:00,258.0,보성군,29.3,0.0,2.8,61.0,8.0,1
14740,17.6,2021-09-12 16:00,258.0,보성군,28.9,0.0,2.7,62.0,9.0,1
14741,6.0,2021-09-12 17:00,258.0,보성군,27.8,0.0,3.0,69.0,8.0,1
14742,0.6,2021-09-12 18:00,258.0,보성군,25.9,0.0,1.5,79.0,10.0,1
14743,0.0,2021-09-12 19:00,258.0,보성군,24.4,0.0,1.0,85.0,10.0,1
14745,0.0,2021-09-12 21:00,258.0,보성군,22.7,0.0,0.6,90.0,10.0,1
14746,0.0,2021-09-12 22:00,258.0,보성군,22.1,0.0,0.3,94.0,10.0,1
14747,0.0,2021-09-12 23:00,258.0,보성군,21.7,0.0,0.5,95.0,10.0,1
14748,0.0,2021-09-13 00:00,258.0,보성군,21.1,0.0,2.5,97.0,9.0,1
14749,0.0,2021-09-13 01:00,258.0,보성군,21.6,0.0,2.9,92.0,10.0,1
14750,0.0,2021-09-13 02:00,258.0,보성군,21.9,0.0,3.4,87.0,10.0,1
14751,0.0,2021-09-13 03:00,258.0,보성군,21.3,0.0,0.9,87.0,10.0,1
14752,0.0,2021-09-13 04:00,258.0,보성군,22.2,0.0,1.4,79.0,10.0,1
14753,0.0,2021-09-13 05:00,258.0,보성군,21.4,0.0,2.1,83.0,10.0,1
14754,0.3,2021-09-13 06:00,258.0,보성군,21.1,0.0,3.6,86.0,10.0,1
14755,3.9,2021-09-13 07:00,258.0,보성군,22.2,0.0,1.0,78.0,10.0,1
14756,9.8,2021-09-13 08:00,258.0,보성군,23.0,0.0,2.4,74.0,10.0,1
14757,10.8,2021-09-13 09:00,258.0,보성군,24.0,0.0,5.4,70.0,10.0,1
14758,24.0,2021-09-13 10:00,258.0,보성군,23.8,0.0,4.8,71.0,10.0,1
14759,32.5,2021-09-13 11:00,258.0,보성군,25.5,0.0,6.8,67.0,9.0,1
14760,24.8,2021-09-13 12:00,258.0,보성군,25.3,0.0,6.6,71.0,10.0,1
14808,80.3,2021-09-15 12:00,258.0,보성군,25.9,0.0,8.7,59.0,8.0,1
14809,74.1,2021-09-15 13:00,258.0,보성군,27.8,0.0,7.1,58.0,8.0,1
14810,35.8,2021-09-15 14:00,258.0,보성군,27.2,0.0,6.8,57.0,8.0,1
14811,11.6,2021-09-15 15:00,258.0,보성군,26.4,0.0,4.1,61.0,9.0,1
14812,12.8,2021-09-15 16:00,258.0,보성군,25.8,0.0,5.3,63.0,5.0,1
14813,11.1,2021-09-15 17:00,258.0,보성군,25.4,0.0,3.8,66.0,6.0,1
14814,1.5,2021-09-15 18:00,258.0,보성군,24.6,0.0,4.9,67.0,6.0,1
14815,0.0,2021-09-15 19:00,258.0,보성군,23.6,0.0,2.7,73.0,6.0,1
14816,0.0,2021-09-15 20:00,258.0,보성군,23.8,0.0,4.5,69.0,5.0,1
14817,0.0,2021-09-15 21:00,258.0,보성군,23.5,0.0,5.7,66.0,6.0,1
14818,0.0,2021-09-15 22:00,258.0,보성군,23.2,0.0,6.1,63.0,5.0,1
14819,0.0,2021-09-15 23:00,258.0,보성군,22.6,0.0,5.9,67.0,7.0,1
14820,0.0,2021-09-16 00:00,258.0,보성군,22.2,0.0,5.6,66.0,4.0,1
14821,0.0,2021-09-16 01:00,258.0,보성군,21.8,0.0,4.8,67.0,5.0,1
14822,0.0,2021-09-16 02:00,258.0,보성군,21.4,0.0,4.2,68.0,4.0,1
14823,0.0,2021-09-16 03:00,258.0,보성군,20.9,0.0,4.8,71.0,5.0,1
14824,0.0,2021-09-16 04:00,258.0,보성군,21.0,0.0,4.1,70.0,6.0,1
14825,0.0,2021-09-16 05:00,258.0,보성군,20.4,0.0,3.6,74.0,5.0,1
14826,1.0,2021-09-16 06:00,258.0,보성군,19.7,0.0,3.3,75.0,6.0,1
14827,6.7,2021-09-16 07:00,258.0,보성군,21.7,0.0,1.6,70.0,7.0,1
14828,11.7,2021-09-16 08:00,258.0,보성군,21.9,0.0,4.1,70.0,7.0,1
14829,10.7,2021-09-16 09:00,258.0,보성군,22.3,0.0,4.7,69.0,7.0,1
14830,11.3,2021-09-16 10:00,258.0,보성군,22.1,0.0,2.7,76.0,7.0,1
14831,8.3,2021-09-16 11:00,258.0,보성군,22.4,0.0,4.0,75.0,10.0,1
